AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE DESCRIPCION,REGION,PROVINCIA,PAIS,TIPO MAQUINA,FUENTE GENERACION,TECNOLOGIA,CATEGORIA HIDRAULICA,CATEGORIA REGION,GENERACION NETA
2020,1/2/2020,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"17.045,2"
2020,1/2/2020,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,COMAHUE,RIO NEGRO,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"7.941,2"
2020,1/2/2020,EMBANUCL,EMBA,NUCLEOEG,NUCLEOELECTRICA ARG. SA,CENTRO,CORDOBA,Argentina,NUCLEAR,Nuclear,NUC,,Centro,"328.787,5"
2020,1/2/2020,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"71.936,3"
2020,1/2/2020,ESCAHI,ESCAHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,TUCUMAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"8.061,0"
2020,1/2/2020,ETIGHI,ETIGHI,HIDIAMAG,H. DIAMANTE SA,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"3.089,0"
2020,1/2/2020,FILOTG01,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2020,1/2/2020,FILOTG02,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2020,1/2/2020,FILOTG03,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2020,1/2/2020,FORDDI01,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,NORESTE,FORMOSA,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"1.593,0"
2020,1/2/2020,FORDDI02,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,NORESTE,FORMOSA,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"1.690,0"
2020,1/2/2020,FSIMHI,FSIMHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"4.878,4"
2020,1/2/2020,FUTAHI,FUTAHI,HFUTALEG,HIDROELECTRICA FUTALEUFU SA,PATAGONICA,CHUBUT,Argentina,TURB HIDRAULICA,Hidráulica,HID,Futaleufú,Patagonia,"174.425,1"
2020,1/2/2020,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"123.080,1"
2020,1/2/2020,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"160.692,2"
2020,1/2/2020,GBELTV01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"151.405,9"
2020,1/2/2020,GEBATG01,GEBA,GENELBAG,GENELBA - PETROBRAS,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"135.767,7"
2020,1/2/2020,GEBATG02,GEBA,GENELBAG,GENELBA - PETROBRAS,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"138.145,2"
2020,1/2/2020,GEBATG03,GEBA,GENELPLG,PAMPA ENERGIA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"77.256,2"
2020,1/2/2020,GEBATV01,GEBA,GENELBAG,GENELBA - PETROBRAS,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"147.343,4"
2020,1/2/2020,GOYATG21,GOYA,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,NORESTE,CORRIENTES,Argentina,TURBO GAS,Térmica,TG,,Nea,"0,0"
2020,1/2/2020,GOYDDI01,GOYD,CTGOYASG,CT GOYA - SECCO,NORESTE,CORRIENTES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"304,7"
2020,1/2/2020,GUEMTG01,GUEM,CTGUEPLG,PAMPA ENERGIA SA,NOROESTE,SALTA,Argentina,TURBO GAS,Térmica,TG,,Noa,"26.671,0"
2020,1/2/2020,GUEMTV11,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,NOROESTE,SALTA,Argentina,TURBO VAPOR,Térmica,TV,,Noa,"13.068,1"
2020,1/2/2020,GUEMTV12,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,NOROESTE,SALTA,Argentina,TURBO VAPOR,Térmica,TV,,Noa,"12.905,9"
2020,1/2/2020,GUEMTV13,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,NOROESTE,SALTA,Argentina,TURBO VAPOR,Térmica,TV,,Noa,"28.649,8"
2020,1/2/2020,HON1FV,HON1FV,CFCAHO1G,C.FOTOV. CAÑADA HONDA I-ENARSA,CUYO,SAN JUAN,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,"421,1"
2020,1/2/2020,HON2FV,HON2FV,CFCAHO2G,C.FOTOV. CAÑADA HONDA 2-ENARSA,CUYO,SAN JUAN,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,"548,3"
2020,1/2/2020,HON3FV,HON3FV,CFCAHO3G,C.FOTOV. CAÑADA HONDA 3-ENARSA,CUYO,SAN JUAN,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,"0,0"
2020,1/2/2020,HUEMDI01,HUEM,SINOHUZA,SINOPEC Arg. - El Huemul,PATAGONICA,SANTA CRUZ,Argentina,MOTOR DIESEL,Térmica,DI,,Patagonia,"6.185,5"
2020,1/2/2020,INDETG01,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,TG,,Noa,"4.092,6"
2020,1/2/2020,INDETG02,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,TG,,Noa,"4.292,4"
2020,1/2/2020,INTADI01,INTA,CTINTASG,CT INTA CATAMARCA - SECCO,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"866,5"
2020,1/2/2020,ISBATV01,ISBA,AZUCTETA,AZUCARERA JUAN M.TERAN SA,NOROESTE,TUCUMAN,Argentina,BIOMASA,Renovable,BIOM,,Noa,"0,0"
2020,1/2/2020,ISVEDI01,ISVE,CTISLAAG,CT ISLA VERDE - AGGREKO,CENTRO,CORDOBA,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,"0,0"
2020,1/2/2020,ITATDI01,ITAT,CTITATTG,CT ITATI - TURBODISEL,NORESTE,CORRIENTES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/2/2020,JUARDI01,JUAR,CTJUARSG,CT ING JUAREZ - SECCO,NORESTE,FORMOSA,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"521,0"
2020,1/2/2020,JUNIDI01,JUNI,CTJUNISG,CT JUNIN,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"2.678,5"
2020,1/2/2020,LBANTG21,LBAN,GELABANG,GENERACION LA BANDA S.A.,NOROESTE,SGO.DEL ESTERO,Argentina,TURBO GAS,Térmica,TG,,Noa,"369,9"
2020,1/2/2020,LBANTG22,LBAN,GELABANG,GENERACION LA BANDA S.A.,NOROESTE,SGO.DEL ESTERO,Argentina,TURBO GAS,Térmica,TG,,Noa,"0,0"
2020,1/2/2020,LBLADI01,LBLA,CTLBLASG,CT LAGUNA BLANCA - SECCO,NORESTE,FORMOSA,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"954,9"
2020,1/2/2020,LDCUHI,LDCUHI,PAHCTMEG,PAH CT MENDOZA - ENARSA,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"572,5"
2020,1/2/2020,LDCUTG22,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,MENDOZA,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"2.341,2"
2020,1/2/2020,LDCUTG23,LDCU,CTMENZAC,C T MENDOZA COGENERADOR,CUYO,MENDOZA,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"2.409,3"
2020,1/2/2020,LDCUTG24,LDCU,CTMENZAC,C T MENDOZA COGENERADOR,CUYO,MENDOZA,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"2.569,9"
2020,1/2/2020,LDCUTG25,LDCU,CTMENPLG,C. TERMICAS MENDOZA PLUS,CUYO,MENDOZA,Argentina,TURBO GAS,Térmica,CC,,Cuyo,"121.505,6"
2020,1/2/2020,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,MENDOZA,Argentina,TURBO VAPOR,Térmica,TV,,Cuyo,"662,9"
2020,1/2/2020,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,MENDOZA,Argentina,TURBO VAPOR,Térmica,TV,,Cuyo,"13.670,5"
2020,1/2/2020,LDCUTV15,LDCU,CTMENPLG,C. TERMICAS MENDOZA PLUS,CUYO,MENDOZA,Argentina,TURBO VAPOR,Térmica,CC,,Cuyo,"56.424,4"
2020,1/2/2020,LDLATG01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"66.346,6"
2020,1/2/2020,LDLATG02,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"67.669,5"
2020,1/2/2020,LDLATG03,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"70.229,1"
2020,1/2/2020,LDLATV01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,"109.320,2"
2020,1/2/2020,LEDETV01,LEDE,LEDESMYA,LEDESMA SAAI,NOROESTE,JUJUY,Argentina,TURBO VAPOR,Térmica,TV,,Noa,"169,4"
2020,1/2/2020,LEVATG01,LEVA,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"220,2"
2020,1/2/2020,LEVATG02,LEVA,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/2/2020,LIBEDI01,LIBE,CTLIBESG,CT LIBERTADOR GSM - SULLAIR,NOROESTE,JUJUY,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"0,0"
2020,1/2/2020,LINCDI01,LINC,CTLINCSG,CT LINCOLN,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"1.405,7"
2020,1/2/2020,LMADHI,LMADHI,HIDMADEG,HIDROELECTRICA LAS MADERAS,NOROESTE,JUJUY,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"4.088,5"
2020,1/2/2020,LMO1HI,LMO1HI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Centro,"8.576,8"
2020,1/2/2020,LMO2HI,LMO2HI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"1.147,4"
2020,1/2/2020,LOBODI01,LOBO,CTLOBOSG,CT LOBOS BS.AS - SULLAIR,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"4.043,6"
2020,1/2/2020,LOM4EO,LOM4EO,CELOMABG,C.EOLICA LOMA BLANCA IV-ENARSA,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,"12.012,2"
2020,1/2/2020,LPALDI01,LPAL,CTLPALTG,CT LAS PALMAS -TURBODISEL,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/2/2020,LPAZDI01,LPAZ,CTLAPAZG,CT LA PAZ Entre Rios - ENARSA,LITORAL,ENTRE RIOS,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"139,6"
2020,1/2/2020,LPLADI01,LPLA,CTLAPLSG,CT LA PLATA - SULLAIR,GRAN BS.AS.,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,LQUIHI,LQUIHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,SGO.DEL ESTERO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"835,3"
2020,1/2/2020,LREYHB,LREYHB,HIDIAMAG,H. DIAMANTE SA,CUYO,MENDOZA,Argentina,TURB + BOMBA HI,Hidráulica,HID,Resto Hidráulico,Cuyo,"11.896,3"
2020,1/2/2020,LRIDDI01,LRID,CTLARISG,CT LA RIOJA - SECCO,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"201,5"
2020,1/2/2020,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,NOROESTE,LA RIOJA,Argentina,TURBO GAS,Térmica,TG,,Noa,"0,0"
2020,1/2/2020,LRIOTG22,LRIO,GRIOJANG,GENERACION RIOJANA SA,NOROESTE,LA RIOJA,Argentina,TURBO GAS,Térmica,TG,,Noa,"0,0"
2020,1/2/2020,LRIOTG23,LRIO,GRIOJANG,GENERACION RIOJANA SA,NOROESTE,LA RIOJA,Argentina,TURBO GAS,Térmica,TG,,Noa,"0,0"
2020,1/2/2020,LRISDI01,LRIS,CTLARSSG,CT LA RIOJA SUR- SECCO,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"0,0"
2020,1/2/2020,LUJAHI,LUJAHI,PAHLUJAG,PAH LA LUJANITA - ENARSA,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"383,4"
2020,1/2/2020,LVINHI,LVINHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"1.817,7"
2020,1/2/2020,MAGDDI01,MAGD,CTMAGAPG,CT MAGDALENA - APR ENERGY,GRAN BS.AS.,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"500,6"
2020,1/2/2020,MATHTG01,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"288,9"
2020,1/2/2020,MATHTG02,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"288,6"
2020,1/2/2020,MDAJTG15,MDAJ,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,MDAJTG17,MDAJ,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"1.765,6"
2020,1/2/2020,MDPATG12,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"166,2"
2020,1/2/2020,MDPATG13,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"1.065,5"
2020,1/2/2020,MDPATG19,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"114,6"
2020,1/2/2020,MDPATG20,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"144,4"
2020,1/2/2020,MDPATG21,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"434,0"
2020,1/2/2020,MDPATG22,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"1.055,2"
2020,1/2/2020,MDPATV07,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"4.823,2"
2020,1/2/2020,MDPATV08,MDPA,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"8.205,2"
2020,1/2/2020,MESEDI01,MESE,SINOMEZA,SINOPEC Arg. - Meseta Espinosa,PATAGONICA,SANTA CRUZ,Argentina,MOTOR DIESEL,Térmica,DI,,Patagonia,"4.964,4"
2020,1/2/2020,MIR1DI01,MIR1,CTMIRMEG,CT MIRAMAR I - ENERGYST,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"167,6"
2020,1/2/2020,MJUADI01,MJUA,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,"0,0"
2020,1/2/2020,MMARTG01,MMAR,GMEDITEG,GENERACION MEDITERRANEA,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,CC,,Centro,"0,0"
2020,1/2/2020,MMARTG02,MMAR,GMEDITEG,GENERACION MEDITERRANEA,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,CC,,Centro,"0,0"
2020,1/2/2020,MMARTG03,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"16.929,1"
2020,1/2/2020,MMARTG04,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"17.195,9"
2020,1/2/2020,MMARTG05,MMAR,GMEDIT5G,GEN.MEDITERRANEA GRUPO 5,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"251,5"
2020,1/2/2020,MOLITV01,MOLI,MRPLSLSA,MOLINOS AGRO AG.(Ex.Mol Rio P),LITORAL,SANTA FE,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"5,9"
2020,1/2/2020,MSEVTG01,MSEV,ARCOMSXA,ARCOR MARIO SEVESO ARROYITO,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"10.885,8"
2020,1/2/2020,NECOEO,NECOEO,SEAENERG,SEA ENERGY PARQUE EOLICO,BUENOS AIRES,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,NECOTV01,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,NECOTV02,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,NECOTV03,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"20.762,5"
2020,1/2/2020,NECOTV04,NECO,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"16.245,9"
2020,1/2/2020,NIDETV,NIDE,NIDEJU1A,NIDERA SAFORCADA-Junin,BUENOS AIRES,BUENOS AIRES,Argentina,BIOMASA,Renovable,BIOM,,Gba - Litoral - Buenos Aires,"2,0"
2020,1/2/2020,NIH1HI,NIH1HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"17.141,7"
2020,1/2/2020,NIH2HI,NIH2HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"17.050,2"
2020,1/2/2020,NIH3HI,NIH3HI,HINIHUIG,HIDROELECTRICA LOS NIHUILES SA,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"6.903,0"
2020,1/2/2020,NIH4HI,NIH4HI,HNIHUIVG,HIDR NIHUIL IV (EMSE SE),CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"2.041,3"
2020,1/2/2020,NPUETV04,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,NPUETV05,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/2/2020,NPUETV06,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"16.834,5"
2020,1/2/2020,OBERTG01,OBER,EMISSANG,EMSA GENERACION,NORESTE,MISIONES,Argentina,TURBO GAS,Térmica,TG,,Nea,"61,8"
2020,1/2/2020,OLADTG01,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"2.119,5"
2020,1/2/2020,OLADTG02,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"2.134,6"
2020,1/2/2020,ORADDI01,ORAD,CTORANSG,CT ORAN - SECCO,NOROESTE,SALTA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"0,0"
2020,1/2/2020,PAGUHI,PAGUHI,HPAGUILG,HIDR. PIEDRA DEL AGUILA S.A.,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Piedra del Águila,Comahue,"284.698,3"
2020,1/2/2020,PARATG01,PARA,CTPARANG,CT PARANA - EMGASUD,LITORAL,ENTRE RIOS,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"77,6"
2020,1/2/2020,PARATG02,PARA,CTPARANG,CT PARANA - EMGASUD,LITORAL,ENTRE RIOS,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"143,8"
2020,1/2/2020,PATATG01,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,"880,0"
2020,1/2/2020,PATATG02,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,"22.561,8"
2020,1/2/2020,PATATV01,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,CHUBUT,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,"13.849,9"
2020,1/2/2020,PBANHI,PBANHI,HCERROCG,HIDR. CERROS COLORADOS S.A.,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Planicie Banderita,Comahue,"69.847,4"
2020,1/2/2020,PHDZTG01,PHDZ,YPF-PHQA,YPF YAC P.HERNANDEZ AUTOG,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"3.802,7"
2020,1/2/2020,PHUITG01,PHUI,YPFPHUQA,YPF Autogenerador Pza. Huincul,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"18.079,5"
2020,1/2/2020,PICADI01,PICA,CTPINDSG,CT PARQUE INDUSTR.CATAM-SECCO,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"2.552,6"
2020,1/2/2020,PILATG11,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,CC,,Centro,"80.958,6"
2020,1/2/2020,PILATG12,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,CC,,Centro,"59.425,7"
2020,1/2/2020,PILATV10,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,CORDOBA,Argentina,TURBO VAPOR,Térmica,CC,,Centro,"80.104,6"
2020,1/2/2020,PIQIDI01,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,NOROESTE,SALTA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"7.651,8"
2020,1/2/2020,PIRADI01,PIRA,CTPIRASG,CT PIRANE - SULLAIR,NORESTE,FORMOSA,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"2.129,7"
2020,1/2/2020,PMADTG21,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/2/2020,PMADTG22,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/2/2020,PMORHI,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"3.020,6"
2020,1/2/2020,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"8.563,0"
