AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE DESCRIPCION,REGION,PROVINCIA,PAIS,TIPO MAQUINA,FUENTE GENERACION,TECNOLOGIA,CATEGORIA HIDRAULICA,CATEGORIA REGION,GENERACION NETA
2019,1/1/2019,3ARRDI01,3ARR,QUIL3A3A,QUILMES - PLANTA TRES ARROYOS,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,ABRODI01,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,GRAN BS.AS.,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"578,5"
2019,1/1/2019,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"28.867,4"
2019,1/1/2019,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"30.130,3"
2019,1/1/2019,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"29.617,8"
2019,1/1/2019,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"29.574,6"
2019,1/1/2019,ACAJTG05,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"29.596,5"
2019,1/1/2019,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"81.059,6"
2019,1/1/2019,ACAJTV07,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,"163.172,1"
2019,1/1/2019,ADTOHI,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"24.673,8"
2019,1/1/2019,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"132.425,3"
2019,1/1/2019,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"139.823,6"
2019,1/1/2019,AESPTV01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"157.822,4"
2019,1/1/2019,ALEMDI01,ALEM,CTALEMAG,CT ALEM - AGGREKO,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"4.923,5"
2019,1/1/2019,ALICHI,ALICHI,HALICURG,AES ALICURA.,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Alicurá,Comahue,"203.792,4"
2019,1/1/2019,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,COMAHUE,NEUQUEN,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"13.397,7"
2019,1/1/2019,ALUMDI01,ALUM,CTALUMSG,CT ALUMINÉ - SECCO,COMAHUE,NEUQUEN,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"682,1"
2019,1/1/2019,AMEGHI,AMEGHI,HAMEGHIG,HIDROELECTRICA AMEGHINO SA,PATAGONICA,CHUBUT,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Patagonia,"13.188,2"
2019,1/1/2019,ANATDI01,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,NOROESTE,SGO.DEL ESTERO,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"2.339,5"
2019,1/1/2019,ANATDI02,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,NOROESTE,SGO.DEL ESTERO,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"1.044,0"
2019,1/1/2019,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"1.988,8"
2019,1/1/2019,ARA2EO,ARA2EO,PEARAU2G,PARQUE EOLICO ARAUCO II SAPEM,NOROESTE,LA RIOJA,Argentina,EOLICA,Renovable,EOL,,Noa,"2.482,1"
2019,1/1/2019,ARAUEO,ARAUEO,PEARAUCG,PARQUE EOLICO ARAUCO SAPEM,NOROESTE,LA RIOJA,Argentina,EOLICA,Renovable,EOL,,Noa,"4.050,9"
2019,1/1/2019,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"85.202,8"
2019,1/1/2019,ARISDI01,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"2.897,2"
2019,1/1/2019,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"883,9"
2019,1/1/2019,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"873,0"
2019,1/1/2019,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"11.476,7"
2019,1/1/2019,ARREDI01,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"1.342,1"
2019,1/1/2019,ARROHI,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Arroyito,Comahue,"50.055,9"
2019,1/1/2019,ATU2NUCL,ATU2,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,ATUCNUCL,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,"200.411,8"
2019,1/1/2019,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2019,1/1/2019,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"7.077,9"
2019,1/1/2019,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,"3.798,0"
2019,1/1/2019,AVALTV11,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,"1.800,2"
2019,1/1/2019,AVALTV12,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,"3.668,9"
2019,1/1/2019,BARIDI01,BARI,CTBARISG,CT BARILOCHE,COMAHUE,RIO NEGRO,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"0,0"
2019,1/1/2019,BARKTG01,BARK,LOMABA3A,LOMA NEGRA - Pta. Barker,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,BARRTG21,BARR,CTNEASAG,C.T. NEA,NORESTE,CHACO,Argentina,TURBO GAS,Térmica,TG,,Nea,"0,0"
2019,1/1/2019,BARRTG22,BARR,CTNEASAG,C.T. NEA,NORESTE,CHACO,Argentina,TURBO GAS,Térmica,TG,,Nea,"0,0"
2019,1/1/2019,BARRTG23,BARR,CTNEASAG,C.T. NEA,NORESTE,CHACO,Argentina,TURBO GAS,Térmica,TG,,Nea,"0,0"
2019,1/1/2019,BARRTG24,BARR,CTNEASAG,C.T. NEA,NORESTE,CHACO,Argentina,TURBO GAS,Térmica,TG,,Nea,"0,0"
2019,1/1/2019,BARRTG25,BARR,CTNEASAG,C.T. NEA,NORESTE,CHACO,Argentina,TURBO GAS,Térmica,TG,,Nea,"0,0"
2019,1/1/2019,BARRTV,BARR,CTNEASAG,C.T. NEA,NORESTE,CHACO,Argentina,TURBO VAPOR,Térmica,TV,,Nea,"0,0"
2019,1/1/2019,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"54.843,1"
2019,1/1/2019,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"65.456,6"
2019,1/1/2019,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ,LITORAL,SANTA FE,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"5.293,5"
2019,1/1/2019,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"7.263,0"
2019,1/1/2019,BRAGTG02,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"7.415,1"
2019,1/1/2019,BROWTG01,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"94.385,1"
2019,1/1/2019,BROWTG02,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"120.112,4"
2019,1/1/2019,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"112.670,0"
2019,1/1/2019,BSASTV01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"51.132,9"
2019,1/1/2019,BVILDI01,BVIL,CTBELLSG,CT BELL VILLE - SULLAIR,CENTRO,CORDOBA,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,"491,0"
2019,1/1/2019,CACHHI,CACHHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"34.342,3"
2019,1/1/2019,CADIHI,CADIHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,TUCUMAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"1.540,5"
2019,1/1/2019,CALEHI,CALEHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"0,0"
2019,1/1/2019,CARLDI01,CARL,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,"111,3"
2019,1/1/2019,CARRHI,CARRHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"6.458,5"
2019,1/1/2019,CASSHI,CASSHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"5.965,7"
2019,1/1/2019,CASTDI01,CAST,CTCASTAG,CT CASTELLI - AGGREKO,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"1.741,7"
2019,1/1/2019,CATADI01,CATA,EDECATKG,EDECAT GENERACION,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"464,5"
2019,1/1/2019,CATDDI01,CATD,CTCATASG,CT CATAMARCA - SECCO,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"4.385,1"
2019,1/1/2019,CAVIDI01,CAVI,CTCAVISG,CT CAVIAHUE - SECCO,COMAHUE,NEUQUEN,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"306,3"
2019,1/1/2019,CCOLHI,CCOLHI,CHCARACG,C.H.LOS CARACOLES - EPSE,CUYO,SAN JUAN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"47.525,8"
2019,1/1/2019,CCORHI,CCORHI,AESJURAG,AES JURAMENTO,NOROESTE,SALTA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,"6.735,3"
2019,1/1/2019,CDPITG21,CDPI,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,MENDOZA,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"0,0"
2019,1/1/2019,CEJEHI,CEJEHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"65,4"
2019,1/1/2019,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"143.963,7"
2019,1/1/2019,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"140.098,2"
2019,1/1/2019,CEPUTV10,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"158.009,3"
2019,1/1/2019,CEREDI01,CERE,CTCERSSG,CT CERES - SECCO,LITORAL,SANTA FE,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"800,8"
2019,1/1/2019,CERITV01,CERI,ECOENERG,PAMPA ENERGIA SA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"9.081,5"
2019,1/1/2019,CESPHI,CESPHI,CHCESPEG,CENTRAL HIDRAULICA CESPEDES,COMAHUE,RIO NEGRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,"2.779,2"
2019,1/1/2019,CHARDI01,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"797,3"
2019,1/1/2019,CHARDI02,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"1.820,3"
2019,1/1/2019,CHI1FV,CHI1FV,CFCHIM1G,C.FOTOV. CHIMBERAS 1,CUYO,SAN JUAN,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,"470,3"
2019,1/1/2019,CHILDI01,CHIL,EDELARFG,EDELAR GENERACION,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"0,0"
2019,1/1/2019,CHLEDI01,CHLE,CTCHILSG,CT CHILECITO - SECCO,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"1.997,7"
2019,1/1/2019,CHOCHI,CHOCHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Chocón,Comahue,"192.749,7"
2019,1/1/2019,CIPODI01,CIPO,CTCIPOAG,CT CIPOLLETI - AGGREKO,COMAHUE,RIO NEGRO,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"0,0"
2019,1/1/2019,CIPOHI,CIPOHI,CHCIPOLG,CENTRAL HIDRAULICA CIPOLLETTI,COMAHUE,RIO NEGRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,"2.600,7"
2019,1/1/2019,COLBDI01,COLB,CTCOLBUG,CT COLON BS.AS - SULLAIR,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"974,2"
2019,1/1/2019,CONDHI,CONDHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"17.036,6"
2019,1/1/2019,COROHI,COROHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"2.615,0"
2019,1/1/2019,CORRDI01,CORR,CTCORRAG,CT CORRIENTES - AGGREKO,NORESTE,CORRIENTES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"2.299,9"
2019,1/1/2019,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"166.627,4"
2019,1/1/2019,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"153.102,5"
2019,1/1/2019,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,COSTTV02,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"5.200,5"
2019,1/1/2019,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"6.936,4"
2019,1/1/2019,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"18.272,8"
2019,1/1/2019,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"15.661,8"
2019,1/1/2019,COSTTV10,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"161.463,3"
2019,1/1/2019,CPIEHI,CPIEHI,CASAPIEG,CENTRAL CASA DE PIEDRA,COMAHUE,LA PAMPA,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Comahue,"21.111,9"
2019,1/1/2019,CRIVTG21,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"206,3"
2019,1/1/2019,CRIVTG22,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2019,1/1/2019,CRIVTG23,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2019,1/1/2019,CRIVTG26,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2019,1/1/2019,CRIVTG27,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,"0,0"
2019,1/1/2019,CRIVTG28,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,"0,0"
2019,1/1/2019,CRIVTV25,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,CHUBUT,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,"0,0"
2019,1/1/2019,CSARDI01,CSAR,CTCSARSG,CT CAPITAN SARMIENTO - SECCO,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"1.924,7"
2019,1/1/2019,CURUTG01,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,LITORAL,ENTRE RIOS,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"1.660,7"
2019,1/1/2019,CURUTG02,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,LITORAL,ENTRE RIOS,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"1.562,5"
2019,1/1/2019,CVIEHI,CVIEHI,CVIENTOG,HIDR.CUESTA DEL VIENTO - EPSE,CUYO,SAN JUAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"0,0"
2019,1/1/2019,CVISTV,CVIS,PRAXBVOA,PRAXAIR B. VISTA- EX LIQ.CARB.,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,DFUNDI01,DFUM,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,"0,0"
2019,1/1/2019,DFUNTG01,DFUN,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"373,2"
2019,1/1/2019,DFUNTG02,DFUN,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"347,5"
2019,1/1/2019,DIADEO,DIADEO,HYCHICOG,HYCHICO P. EOLICO DIADEMA,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,"3.026,0"
2019,1/1/2019,DIQUTG01,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,DIQUTG02,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"2,3"
2019,1/1/2019,DIQUTG03,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"317,1"
2019,1/1/2019,DIQUTG04,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"122,7"
2019,1/1/2019,DSUDTG07,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"889,9"
2019,1/1/2019,DSUDTG08,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"1.479,6"
2019,1/1/2019,DSUDTG09,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"160.802,4"
2019,1/1/2019,DSUDTG10,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"146.329,5"
2019,1/1/2019,DSUDTV11,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"167.826,0"
2019,1/1/2019,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"115.456,4"
2019,1/1/2019,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2019,1/1/2019,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,COMAHUE,RIO NEGRO,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"2.038,8"
2019,1/1/2019,EMBANUCL,EMBA,NUCLEOEG,NUCLEOELECTRICA ARG. SA,CENTRO,CORDOBA,Argentina,NUCLEAR,Nuclear,NUC,,Centro,"0,0"
2019,1/1/2019,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"67.696,9"
2019,1/1/2019,ESCAHI,ESCAHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,TUCUMAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"12.118,7"
2019,1/1/2019,ETIGHI,ETIGHI,HIDIAMAG,H. DIAMANTE SA,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"4.382,0"
2019,1/1/2019,FILOTG01,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2019,1/1/2019,FILOTG02,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
